0.11842847,0.17401274,0.14962223,0.15846637,0.16399117,0.16489932,0.16546288,0.16329882,0.16785267,0.1669468,0.16657579,0.1616584,0.16833425,0.16589381,0.16567256,0.16552484
0.11859369,0.19157133,0.16437034,0.17569599,0.1806838,0.1811814,0.1820674,0.18092138,0.18483345,0.18385723,0.18363889,0.17994842,0.1849418,0.18351312,0.18234555,0.1827137
0.116401136,0.20887385,0.18024369,0.19431655,0.19850744,0.19863206,0.19994685,0.20000345,0.2030284,0.20208672,0.20206876,0.1996068,0.20283878,0.20251347,0.20031348,0.20126444
0.117848545,0.22383167,0.19717512,0.21453676,0.21812561,0.21791334,0.2188845,0.21985066,0.22233893,0.22121307,0.22123377,0.21974355,0.22169687,0.22193417,0.21979943,0.22078578
0.12202275,0.23902905,0.21742469,0.23892352,0.24173085,0.24131732,0.24145171,0.24318889,0.24512696,0.24380416,0.24385303,0.2430588,0.24416144,0.24456173,0.24331194,0.24394053
0.12867886,0.26454014,0.25287142,0.27988088,0.2814924,0.28134182,0.28113276,0.28297618,0.28406626,0.2831001,0.2835736,0.28278646,0.28386372,0.28397325,0.28363985,0.28391176
0.13666284,0.29605868,0.2910272,0.32300538,0.32424083,0.32434112,0.32385427,0.32509324,0.32600182,0.32529315,0.32591438,0.32509363,0.32637647,0.32596838,0.3263987,0.32630622
0.14530137,0.32877386,0.32754058,0.36438888,0.36494333,0.36536345,0.36534542,0.3659026,0.36609846,0.3660071,0.36663547,0.36603868,0.36715814,0.3669662,0.36691564,0.36679524
0.15416476,0.36179486,0.36338094,0.404834,0.40488932,0.4055817,0.40594703,0.4059902,0.40556413,0.4059882,0.40636882,0.40622848,0.40697154,0.40708998,0.40641892,0.40635535
0.1644702,0.397486,0.39757782,0.44302407,0.44279742,0.44367158,0.44434124,0.44408977,0.44319683,0.444047,0.4439247,0.44466722,0.44455397,0.44491982,0.44360372,0.44378415
0.17475888,0.43221506,0.43164957,0.4810019,0.48057488,0.48155066,0.4823821,0.48199028,0.48077852,0.48189923,0.48139936,0.4827966,0.48201096,0.4825259,0.48084453,0.48119646
0.18466923,0.46354914,0.4645323,0.51735365,0.51711607,0.5179495,0.5185039,0.5182681,0.5173169,0.51821023,0.5177067,0.51899564,0.51821375,0.5185281,0.51734734,0.5176038
0.19405979,0.49424142,0.49694407,0.5531017,0.55324227,0.5539071,0.5541302,0.5538674,0.55337226,0.5539697,0.55348325,0.5545299,0.5539275,0.55394626,0.5533817,0.5534549
0.2036491,0.52542645,0.52971464,0.58925205,0.5897811,0.5902726,0.5901791,0.58986545,0.5898333,0.5901335,0.5896733,0.5904674,0.5900552,0.5897932,0.58982337,0.58970976
0.21400508,0.55650073,0.5607221,0.6235197,0.62425816,0.6246467,0.6244562,0.62410414,0.6242979,0.6244263,0.6240071,0.62459934,0.6243416,0.62404734,0.6242578,0.6240584
0.22443798,0.5876227,0.59176034,0.6578328,0.6587837,0.65907156,0.6588133,0.6584076,0.65881526,0.6587756,0.6583938,0.658774,0.65868735,0.6584099,0.65873075,0.6584493
0.23474383,0.6182837,0.6220714,0.69136864,0.6924963,0.6927014,0.69241804,0.69190174,0.6924938,0.69232196,0.6920158,0.69215715,0.6922732,0.6920145,0.69242096,0.6920522
0.24511585,0.648725,0.65258723,0.72513115,0.7261553,0.72638357,0.72610354,0.72574514,0.72625244,0.7260667,0.72579217,0.7257675,0.72599536,0.7257652,0.7262167,0.72586447
0.25568098,0.6786479,0.68207043,0.75777876,0.7585778,0.7588564,0.75867707,0.7585658,0.7588449,0.7587049,0.75846213,0.75831604,0.75859225,0.7585102,0.758827,0.75856066
0.2664057,0.7086413,0.7114225,0.79027975,0.7908435,0.79117167,0.7911204,0.79127204,0.79130065,0.7912132,0.7909956,0.7907506,0.7910489,0.79115576,0.7912748,0.7911156
0.27715066,0.7386565,0.74087226,0.82291347,0.82320744,0.8235964,0.82368726,0.82411456,0.8238567,0.82383806,0.8236477,0.8233035,0.8236242,0.8239394,0.8238362,0.8237895
0.28736332,0.76671225,0.768318,0.8533674,0.85334164,0.8538133,0.8541057,0.8548,0.8541892,0.85427684,0.85411626,0.85368305,0.854025,0.85461843,0.85417855,0.85426396
0.29796863,0.7949585,0.79488707,0.8829167,0.88256174,0.8831238,0.8837258,0.88460225,0.8835801,0.8838135,0.8836668,0.8832109,0.8835298,0.88455516,0.88353145,0.88377863
0.31058723,0.8265237,0.8214592,0.91238517,0.911821,0.91245246,0.91353893,0.9144169,0.9130168,0.9134145,0.9132521,0.91290504,0.9131037,0.9147517,0.9127593,0.91324466
0.32741153,0.87212646,0.84872246,0.9419426,0.94199914,0.94221514,0.94323575,0.9434702,0.94293994,0.94306153,0.94343185,0.94293225,0.94300157,0.94397014,0.94288564,0.94322723
0.35469648,0.9433692,0.8788072,0.97346747,0.97562623,0.9745666,0.97523695,0.97386295,0.97598815,0.9751588,0.9766807,0.97613937,0.97554195,0.9747424,0.9759973,0.9759967
0.36168304,0.34973684,0.0010270551,0.0034888852,-6.617652e-05,-0.00030016713,0.0009147823,-0.00020163506,-0.00336436,-0.0022648536,-0.0014014766,-0.00266397,-0.0019767582,0.001510337,-0.00045768917,-0.0020181434
0.38917598,0.0966232,0.00018668175,0.0005985312,0.0003525503,-9.0243295e-05,0.00013276935,-0.0009449646,-0.00091168284,-0.00069596246,-0.00029998273,-0.00045961887,-0.0005229581,-0.00037407875,-0.00020948797,-0.00079266913
0.4048514,0.038459003,0.0017569773,-0.0024755243,-0.00026987307,-0.0009866795,0.0001661405,-0.000906229,0.0013474636,0.0013031438,0.0020182002,0.003365703,0.0016580652,-0.0001308173,-0.00036766753,0.0010293415
0.42641693,0.02245599,0.0017804205,-0.0024509728,-0.00023203669,-0.00069667585,-5.7265162e-05,-0.00064727664,0.0015329402,0.001281999,0.0016995668,0.0032146052,0.0017850567,4.942715e-05,-0.0002757199,0.0011473782
0.44919765,0.017605975,0.0013997294,-0.0016212072,-2.4912413e-05,-0.00010799244,-0.00034155697,-0.00033207238,0.0011779536,0.00073873624,0.0007102676,0.002048023,0.0013814867,0.0002194196,-0.00011815503,0.00082760956
0.4718966,0.012784764,0.0010180734,-0.0007865112,0.00017908774,0.00047466345,-0.0006239414,-1.0788441e-05,0.0008225199,0.00019808859,-0.0002686195,0.000894472,0.0009817481,0.0003976524,4.32916e-05,0.0005155434
0.51051116,0.0086018,0.00047988817,-0.00025162473,0.0004983987,0.00076345727,-0.00065215677,-0.00022175908,0.0004403405,-0.00023989007,-0.0007994212,0.00016086549,0.00047082454,0.00010219216,8.0715865e-05,8.4205065e-05
0.5514699,0.005424589,0.00014550611,0.00029993616,0.00050461525,0.0007727165,-0.00068757683,-0.000100784004,0.00011379458,-0.0004768893,-0.0009009056,-0.00018806756,0.00021935254,9.047985e-05,0.00026640669,3.6642887e-05
0.59660643,0.0036869347,-3.037043e-05,0.0006372575,0.00041115656,0.00066684745,-0.00068248063,5.0663948e-05,-8.830242e-05,-0.0005693361,-0.0008009933,-0.00025648624,0.00013136305,0.00017544627,0.00042047352,0.00012095692
0.65056723,0.0035274923,-0.00010789372,0.00055749714,0.00033041555,0.0005255863,-0.0005636737,5.6251884e-06,-0.00014413707,-0.00055686384,-0.0006487332,-0.00014542788,0.00013682805,0.00026519597,0.0003750585,0.00012808712
0.71178627,0.0033610314,-0.00014859438,0.00053647347,0.00037646294,0.00051739253,-0.00040391833,7.428974e-05,-7.647835e-05,-0.000473354,-0.00059670955,-1.6056001e-05,9.463914e-05,0.0003899634,0.00029113144,9.610411e-05
0.77254945,0.003168121,-0.00018900819,0.000533849,0.00043188967,0.00051967055,-0.00024724007,0.00015625358,-4.5113266e-06,-0.00038890168,-0.00055196136,0.00011266023,4.7737733e-05,0.0005158037,0.00021338463,6.647315e-05
0.8324018,0.0029608011,-0.00023015961,0.00053539313,0.0004848442,0.0005206615,-9.395182e-05,0.00023894012,6.388314e-05,-0.00030695274,-0.000506822,0.0002381131,1.1362135e-06,0.0006403327,0.00013922527,3.8853846e-05
0.8909944,0.0026215464,-0.00028443523,0.0005646795,0.0005300846,0.00051602535,5.211681e-05,0.00032913685,0.000112917274,-0.00023688748,-0.0004604347,0.0003476143,-5.1748008e-05,0.0007648468,7.909164e-05,1.5592203e-05
0.9392318,0.0014046133,-0.00080038793,0.00064791925,0.00021059206,2.0109117e-05,0.0003188625,0.00017859042,-0.0003743358,-0.00043274835,-5.472079e-05,0.0004703626,-7.311255e-05,0.0011540055,5.3845346e-05,3.7029386e-06
0.97238433,0.00034859776,-0.0005370937,0.00015593506,-0.00028615864,-0.00041282736,0.00020749122,-0.0001263097,-0.00052262284,-0.00036420673,0.00032924488,0.0002555251,5.5830926e-05,0.000650242,8.111447e-05,0.00011535967
0.98908603,-0.0014938712,-0.00022945553,-0.00019656308,0.00019208342,0.00015801191,0.00022838265,-0.000352934,-9.324774e-05,-0.00016915053,-0.00032999367,-0.00040455163,-0.00031281076,-0.00015679002,-0.00027784333,-0.000441866
0.9994669,-0.00079731643,-0.00015793368,-0.00078009814,0.0009305994,0.0008236263,0.0006846413,-0.0005932078,0.0005315859,0.00013659894,-0.0010636374,-0.00060480833,-0.0006518904,-0.00031223893,-0.0010445192,-0.0012467327
0.9986322,0.00087478757,5.5527315e-05,-0.0005868226,0.00071570557,0.00057707727,0.00069765,-9.8735094e-05,0.00067761727,0.00041029975,-0.0005469732,4.336983e-05,-0.00037361681,7.292628e-05,-0.00081361085,-0.0007435549
0.9904357,0.0022063106,9.621307e-05,-0.00062277727,7.525738e-05,-0.00010554865,0.0005896613,-4.518777e-05,0.0003671404,0.0003974922,0.00024819374,0.00053831935,2.937764e-05,0.00033442676,-0.0004908815,-0.00017440971
0.9790062,0.0025867969,6.863661e-05,-0.0009305384,-0.00045711175,-0.00065826625,0.00042256713,-0.0004556328,-3.603287e-05,0.00020346045,0.00072708726,0.00056393445,0.0002694819,0.00015984476,-0.00032641366,5.5091456e-05
0.9652293,0.0015379041,0.00052734837,-0.0006184839,-0.00030500535,-0.00035536103,-0.00012151897,-0.00035501271,0.00013331138,0.00020721182,0.00054917857,0.00027008355,0.00020136498,-0.0006942153,0.00012045726,0.00031137792
0.9500141,0.0013273954,0.0005722083,-0.0004287269,-0.00022529298,-0.0002104938,-8.33869e-05,-4.415214e-05,0.00025926344,0.0003084205,0.00043298677,0.00026600808,0.00017910637,-0.00048527122,0.00010962412,0.00032122247
0.9337989,0.0010176152,0.00052080303,-0.00023874082,-0.00017610425,-0.00012320094,4.1872263e-06,0.0002258122,0.00031057186,0.0003689453,0.0003462471,0.0002661273,0.0001488179,-0.00019989908,7.09407e-05,0.00029886933
0.91659343,0.0008865148,0.00045885146,-0.0001378227,-0.00015394064,-9.4657764e-05,4.746765e-05,0.00032635033,0.0003023781,0.0003716536,0.00030627102,0.0002611503,0.00013062544,-5.571544e-05,5.2258372e-05,0.00027566915
0.8988049,0.00085143745,0.0004074052,-0.00010505505,-0.00015325658,-0.000102700666,4.5768917e-05,0.00030587614,0.00025811046,0.0003364049,0.00029503182,0.00023905188,0.00012182072,-3.685057e-05,5.4258853e-05,0.0002562846
0.8812321,0.0008149892,0.00035663694,-7.2484836e-05,-0.00015283143,-0.00011072494,4.4077635e-05,0.0002860129,0.00021430477,0.00030165538,0.00028396398,0.00021699071,0.00011312775,-1.8015504e-05,5.6289136e-05,0.00023722043
0.8637521,0.0007789433,0.00030703843,-4.0732324e-05,-0.00015194155,-0.000118015334,4.1380525e-05,0.00026520342,0.00017109141,0.00026685745,0.00027220324,0.00019412488,0.000104341656,-1.5497208e-06,5.8613718e-05,0.00021812646
0.84631264,0.0007432699,0.00025747344,-9.106472e-06,-0.00015109265,-0.00012537278,3.8713217e-05,0.000244312,0.00012788922,0.00023206696,0.0002605468,0.0001713857,9.560026e-05,1.488626e-05,6.09383e-05,0.0001990837
0.8288716,0.0007083416,0.00020791218,2.2476539e-05,-0.0001503909,-0.00013292767,3.5978854e-05,0.0002233535,8.460507e-05,0.00019725785,0.0002491325,0.00014882535,8.6976215e-05,3.132224e-05,6.335974e-05,0.00018020673
0.8115595,0.0006751418,0.00015874207,5.3590164e-05,-0.00014965516,-0.00014048256,3.3281744e-05,0.00020229816,4.1674823e-05,0.00016270205,0.00023789704,0.00012665987,7.848628e-05,4.7534704e-05,6.572902e-05,0.00016147317
0.79433835,0.0006388277,0.00010993704,8.511543e-05,-0.00014913175,-0.00014788657,3.066659e-05,0.00018232316,-9.629875e-07,0.00012854859,0.0002265647,0.00010421872,6.9977716e-05,6.4224005e-05,6.8131834e-05,0.00014293334
0.777138,0.00060145557,6.120466e-05,0.000116791576,-0.00014881324,-0.00015540235,2.8014183e-05,0.00016260892,-4.36455e-05,9.446591e-05,0.00021536276,8.171052e-05,6.151199e-05,8.1032515e-05,7.0653856e-05,0.00012456113
0.7598667,0.0005630851,1.2518838e-05,0.00014849752,-0.00014840299,-0.0001627393,2.514571e-05,0.00014270842,-8.639507e-05,6.024167e-05,0.00020387024,5.8740377e-05,5.2927062e-05,9.7349286e-05,7.3224306e-05,0.00010603666
